CardName,CardEffect,CardType,CardRace,Mana,Civilization,Power,Set,SetNum,ImageURL
"Deathliger, Lion of Chaos",■ Double Breaker,Creature,Demon Command,7,Darkness,9000,DM-18,S6,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-S6
Astrocomet Dragon,"■ Power Attacker
■ Double Breaker",Creature,Armored Dragon,7,Fire,6000+,DM-18,S8,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-S8
Diamond Cutter,"■ This turn, ignore any effects that would prevent your creatures from attacking your opponent. ''(For example, ignore summoning sickness and card effects that say ""This creature can't attack"" or ""This creature can't attack players"". Your creatures can't attack creatures this way.)''",Spell,,5,Light,,DM-18,57,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-57
"Larba Geer, the Immaculate","■ Evolution—Put on one of your Guardians.
■ When you put this creature into the battle zone, tap all your opponent's creatures in the battle zone that have ""blocker"".",Evolution Creature,Guardian,3,Light,5000,DM-18,51,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-51
Logic Cube,"■ Shield Trigger
■ Search your deck. You may take a spell from your deck, show that spell to your opponent, and put it into your hand. Then shuffle your deck.",Spell,,3,Light,,DM-18,99,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-99
"Magris, Vizier of Magnetism","■ When you put this creature into the battle zone, you may draw a card.",Creature,Initiate,4,Light,3000,DM-18,99,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-99
"Reso Pacos, Clear Sky Guardian",,Creature,Guardian,3,Light,3000,DM-18,93,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-93
Aqua Shooter,■ Blocker,Creature,Liquid People,4,Water,2000,DM-18,102,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-102
Crystal Lancer,"■ Evolution—Put on one of your Liquid People.
■ This creature can't be blocked.
■ Double Breaker",Evolution Creature,Liquid People,6,Water,8000,DM-18,23,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-23
Chaos Worm,"■ Evolution—Put on one of your Parasite Worms.
■ When you put this creature into the battle zone, you may destroy one of your opponent's creatures.",Evolution Creature,Parasite Worm,5,Darkness,5000,DM-18,67,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-67
Critical Blade,"■ Shield Trigger
■ Destroy one of your opponent's creatures that has ""blocker"".",Spell,,2,Darkness,,DM-18,119,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-119
Horrid Worm,"■ Whenever this creature attacks, your opponent discards a card at random from his hand.",Creature,Parasite Worm,3,Darkness,2000,DM-18,112,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-112
Lost Soul,■ Your opponent discards all cards from his hand.,Spell,,7,Darkness,,DM-18,34,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-34
Bolzard Dragon,"■ Whenever this creature attacks, choose a card in your opponent's mana zone and put it into his graveyard.",Creature,Armored Dragon,6,Fire,5000,DM-18,12,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-12
Burst Shot,"■ Shield Trigger
■ Destroy all creatures that have power 2000 or less.",Spell,,6,Fire,,DM-18,42,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-42
Cavalry General Curatops,■ This creature can attack untapped creatures.,Creature,Dragonoid,3,Fire,2000,DM-18,80,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-80
Metalwing Skyterror,"■ Whenever this creature attacks, you may choose a creature in the battle zone that has ""blocker"" and destroy it.
■ Double Breaker",Creature,Armored Wyvern,7,Fire,6000,DM-18,38,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-38
"Barkwhip, the Smasher","■ Evolution—Put on one of your Beast Folk.
■ While this creature is tapped, each of your other Beast Folk in the battle zone gets +2000 power.",Evolution Creature,Beast Folk,2,Nature,5000,DM-18,83,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-83
Mana Crisis,"■ Shield Trigger
■ Choose a card in your opponent's mana zone and put it into his graveyard.",Spell,,4,Nature,,DM-18,89,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-89
Rumbling Terahorn,"■ When you put this creature into the battle zone, search your deck. You may take a creature from your deck, show that creature to your opponent, and put it into your hand. Then shuffle your deck.",Creature,Horned Beast,5,Nature,3000,DM-18,47,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-47
Crystal Paladin,"■ Evolution—Put on one of your Liquid People.
■ When you put this creature into the battle zone, return all creatures in the battle zone that have ""blocker"" to their owners' hands.",Evolution Creature,Liquid People,4,Water,5000,DM-18,S3,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-S3
Sundrop Armor,■ Add a card from your hand to your shields face down.,Spell,,4,Light,,DM-18,98,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-98
King Ponitas,"■ Whenever this creature attacks, search your deck. You may take a water card from your deck, show that card to your opponent, and put it into your hand. Then shuffle your deck.",Creature,Leviathan,8,Water,4000,DM-18,59,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-59
Scratchclaw,"■ Slayer
■ This creature gets +1000 power for each other darkness creature you have in the battle zone.",Creature,Hedrian,4,Darkness,1000+,DM-18,33,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-33
Wailing Shadow Belbetphlo,■ Slayer,Creature,Ghost,3,Darkness,1000,DM-18,113,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-113
Explosive Dude Joe,,Creature,Human,3,Fire,3000,DM-18,122,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-122
Volcanic Arrows,"■ Shield Trigger
■ Destroy a creature that has power 6000 or less.
■ Choose one of your shields and put it into your graveyard.",Spell,,2,Fire,,DM-18,130,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-130
"Kamikaze, Chainsaw Warrior",■ Shield Trigger,Creature,Armorloid,2,Fire,1000,DM-18,127,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-127
"Sarius, Vizier of Suppression","■ Blocker
■ This creature can't attack players.",Creature,Initiate,2,Light,3000,DM-18,95,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-95
"Re Bil, Seeker of Archery","■ Each other light creature in the battle zone gets +2000 power.
■ Double Breaker",Creature,Mecha Thunder,7,Light,6000,DM-18,16,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-16
Sword Butterfly,■ Power Attacker,Creature,Giant Insect,3,Nature,2000+,DM-18,134,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-134
"Trox, General of Destruction","■ When you put this creature into the battle zone, your opponent discards a card at random from his hand for each other darkness creature you have in the battle zone.
■ Double Breaker",Creature,Demon Command,7,Darkness,6000,DM-18,8,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-8
Locomotiver,"■ Shield Trigger
■ When you put this creature into the battle zone, your opponent discards a card at random from his hand.",Creature,Hedrian,4,Darkness,1000,DM-18,70,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-70
"La Byle, Seeker of the Winds","■ Blocker
■ Whenever this creature blocks, untap it after it battles.",Creature,Mecha Thunder,7,Light,5000,DM-18,1,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-1
Aqua Surfer,"■ Shield Trigger
■ When you put this creature into the battle zone, you may choose a creature in the battle zone and return it to its owner's hand.",Creature,Liquid People,6,Water,2000,DM-18,16,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-16
"Rikabu, the Dismantler",■ Speed Attacker,Creature,Machine Eater,3,Fire,1000,DM-18,123,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-123
Twin-Cannon Skyterror,"■ Speed Attacker
■ Double Breaker",Creature,Armored Wyvern,7,Fire,7000,DM-18,37,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-37
"Craze Valkyrie, the Drastic","■ Evolution—Put on one of your Initiates.
■ When you put this creature into the battle zone, choose up to 2 of your opponent's creatures in the battle zone and tap them.
■ Double Breaker",Evolution Creature,Initiate,6,Light,7500,DM-18,S1,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-S1
"Ballas, Vizier of Electrons",,Creature,Initiate,2,Light,2000,DM-18,96,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-96
"Kanesill, the Explorer","■ Blocker
■ This creature can't attack players.",Creature,Gladiator,3,Light,4000,DM-18,92,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-92
"Vess, the Oracle","■ Blocker
■ This creature can't attack players.",Creature,Light Bringer,1,Light,2000,DM-18,97,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-97
Madrillon Fish,"■ Blocker
■ This creature can't attack.",Creature,Gel Fish,2,Water,3000,DM-18,106,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-106
Mystic Dreamscape,"■ Shield Trigger
■ Return up to 3 cards from your mana zone to your hand.",Spell,,4,Water,,DM-18,66,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-66
Thrash Crawler,"■ Blocker
■ When you put this creature into the battle zone, return a card from your mana zone to your hand.
■ This creature can't attack.",Creature,Earth Eater,4,Water,5000,DM-18,60,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-60
Zepimeteus,"■ Blocker
■ This creature can't attack.",Creature,Sea Hacker,1,Water,2000,DM-18,108,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-108
"Lone Tear, Shadow of Solitude",■ End Step,Creature,Ghost,1,Darkness,2000,DM-18,117,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-117
"Vile Mulder, Wing of the Void","■ This creature can't attack creatures.
■ Double Breaker
■ When this creature battles, destroy it after the battle.",Creature,Demon Command,4,Darkness,7000,DM-18,31,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-31
Spastic Missile,■ Destroy one of your opponent's creatures that has power 3000 or less.,Spell,,3,Fire,,DM-18,81,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-81
Trench Scarab,"■ This creature can't attack players.
■ Power Attacker",Creature,Giant Insect,3,Nature,4000+,DM-18,87,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-87
Cetibols,"■ When this creature is destroyed, you may draw a card.",Creature,Sea Hacker,3,Water,2000,DM-18,104,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-104
Gazarias Dragon,"■ While you have no shields, this creature gets +4000 power and has ""double breaker ''(This creature breaks 2 shields)''.""",Creature,Armored Dragon,5,Fire,4000+,DM-18,77,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-77
Kooc Pollon,■ This creature can't be attacked.,Creature,Fire Bird,2,Fire,1000,DM-18,126,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-126
"Megaria, Empress of Dread","■ Each creature in the battle zone has ""slayer."" ''(Whenever a creature that has ""slayer"" battles, destroy the other creature after the battle.)",Creature,Dark Lord,5,Darkness,5000,DM-18,9,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-9
Wave Lance,"■ Choose a creature in the battle zone and return it to its owner's hand. If it has Dragon in its race, you may draw a card.",Spell,,3,Water,,DM-18,110,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-110
"Jil Warka, Time Guardian","■ Blocker
■ This creature can't attack players.
■ When this creature is destroyed, choose up to 2 of your opponent's creatures in the battle zone and tap them.",Creature,Guardian,3,Light,2000,DM-18,56,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-56
"Bat Doctor, Shadow of Undeath","■ When this creature is destroyed, you may return another creature from your graveyard to your hand.",Creature,Ghost,3,Darkness,2000,DM-18,73,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-73
Phantom Dragon's Flame,"■ Shield Trigger
■ Destroy one of your opponent's creatures that has power 2000 or less.",Spell,,3,Fire,,DM-18,129,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DM-18-129
"Frei, Vizier of Air",■ End Step,Creature,Initiate,4,Light,3000,DMC-17,20,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMC-17-20
Spiral Gate,"■ Shield Trigger
■ Choose a creature in the battle zone and return it to its owner's hand.",Spell,,2,Water,,DMC-17,54,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMC-17-54
"Marrow Ooze, the Twister","■ Blocker
■ When this creature attacks a player, destroy it after the attack.",Creature,Living Dead,1,Darkness,1000,DMC-17,59,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMC-17-59
Jewel Spider,"■ When this creature is destroyed, you may choose one of your shields and put it into your hand. You can't use the ""shield trigger"" ability of that shield.",Creature,Brain Jacker,2,Darkness,1000,DMC-17,58,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMC-17-58
Lightning Grass,,Creature,Starlight Tree,3,Light,3000,DMC-17,45,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMC-17-45
"Lone Tear, Shadow of Solitude",■ End Step,Creature,Ghost,1,Darkness,2000,DMC-17,60,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMC-17-60
Proclamation of Death,"■ Shield Trigger
■ Your opponent chooses one of his creatures in the battle zone and destroys it.",Spell,,4,Darkness,,DMC-17,29,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMC-17-29
Propeller Mutant,"■ When this creature is destroyed, your opponent discards a card at random from his hand.",Creature,Hedrian,2,Darkness,1000,DMC-17,59,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMC-17-59
"Megaria, Empress of Dread","■ Each creature in the battle zone has ""slayer."" ''(Whenever a creature that has ""slayer"" battles, destroy the other creature after the battle.)",Creature,Dark Lord,5,Darkness,5000,DMC-17,2,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMC-17-2
"Nariel, the Oracle",■ Creatures that have power 3000 or more can't attack. ''(Creatures that have power less than 3000 and get power attacker,Creature,Light Bringer,4,Light,1000,DMC-17,6,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMC-17-6
"Tulk, the Oracle",,Creature,Light Bringer,1,Light,500,DMC-17,49,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMC-17-49
"Tajimal, Vizier of Aqua","■ Blocker
■ Multi
■ This creature can't attack players.
■ While battling a fire creature, this creature gets +4000 power.",Creature,Initiate/Liquid People,3,Light/Water,4000+,DMC-17,38,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMC-17-38
"Melnia, the Aqua Shadow","■ Multi
■ This creature can't be blocked.
■ Slayer",Creature,Liquid People/Ghost,2,Water/Darkness,1000,DMC-17,39,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMC-17-39
Aquan,"■ When you put this creature, you may reveal the top 5 cards of your deck. Put all light and darkness cards from among them into your hand, and put the rest into your graveyard.",Creature,Cyber Lord,4,Water,2000,DMC-17,9,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMC-17-9
"Iere, Vizier of Bullets",,Creature,Initiate,3,Light,3000,DMC-26,29,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMC-26-29
"Iocant, the Oracle","■ Blocker
■ While you have at least 1 Angel Command in the battle zone, this creature gets +2000 power.
■ This creature can't attack players.",Creature,Light Bringer,2,Light,2000+,DMC-26,15,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMC-26-15
"Reusol, the Oracle",,Creature,Light Bringer,2,Light,2000,DMC-26,33,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMC-26-33
"Toel, Vizier of Hope",■ End Step,Creature,Initiate,5,Light,2000,DMC-26,12,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMC-26-12
Diamond Cutter,"■ This turn, ignore any effects that would prevent your creatures from attacking your opponent. ''(For example, ignore summoning sickness and card effects that say ""This creature can't attack"" or ""This creature can't attack players"". Your creatures can't attack creatures this way.)''",Spell,,5,Light,,DMC-26,16,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMC-26-16
"Kolon, the Oracle","■ Shield Trigger
■ When you put this creature into the battle zone, you may choose one of your opponent's creatures in the battle zone and tap it.",Creature,Light Bringer,4,Light,1000,DMC-26,28,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMC-26-28
"Ularus, Punishment Elemental","■ When you put this creature into the battle zone, for each creature you have in the battle zone, you may choose a shield and turn it Face Up",Creature,Angel Command,5,Light,4500,DMC-26,4,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMC-26-4
